goodsNo,name,cat1,cat2,cat3,brand,imgUrl,price,ratingCnt,rating,capacity,mainPoint,useDate,howUse,material,link,feature1,feature2,feature3,skinTypeDry,skinTypeCombination,skinTypeOily,skinConcernsMoisturizing,skinConcernsSoothing,skinConcernsWrinkleWhitening,stimulationMild,stimulationCommon,stimulationHard
A000000188572,조선미녀 청매실AHABHA토너 150ml,스킨케어,스킨/토너,스킨/토너,조선미녀,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0018/A00000018857201ko.jpg?l=ko,"14,400",32,4.8,150ml,모든피부타입,제조일부터36개월/개봉후12개월이내,화장솜에 내용물을 취헤 얼굴 중앙에서 바깥쪽으로 부드럽게 닦아낸 후 흡수 시킵니다.,"정제수, 매실수, 다이프로필렌글라이콜, 1,2-헥산다이올, 트로메타민, 글라이콜릭애씨드, 녹두추출물, 인삼추출물, 쌀겨수, 쇠비름추출물, 부틸렌글라이콜, 글리세린, 살리실릭애씨드, 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 프룩토오스, 토코페롤, 글루코오스, 소듐피씨에이, 트라이에틸헥사노인, 다이페닐다이메티콘, C12-14파레스-12, 에틸헥실글리세린, 하이드로제네이티드레시틴, 폴리글리세릴-10올리에이트, 테트라소듐이디티에이",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000188572&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=171,피부타입,피부고민,자극도,63%,34%,3%,69%,28%,3%,72%,28%,0%
A000000188337,숨37 마이크로액티브 토닝워터 150ml (+화장솜50매),스킨케어,스킨/토너,스킨/토너,숨37,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0018/A00000018833701ko.jpg?l=ko,"50,000",81,4.8,[본품] 150ml [증정] 화장솜 50매,모든피부용,"개봉전 제조일로부터 36개월, 유통기한 개봉후 12개월","아침, 저녁으로 세안 후, 제품을 위 아래로 3~4회 흔들어준 뒤 손바닥에 적당량을 취해 얼굴 안쪽에서 바깥쪽으로 피부결을 따라 부드럽게 펴 바른 다음 가볍게 두드리며 흡수시킵니다.","효모발효용해여과물, 프로판다이올, 부틸렌글라이콜, 변성알코올, 정제수, 트레할로오스, 1,2-헥산다이올, 다이프로필렌글라이콜, 글리세린, C13-15알케인, 스쿠알란, 판테놀, 글루코노락톤, 하이드록시에틸피페라진에탄설포닉애씨드, 아이소노닐아이소노나노에이트, 솔비톨, 트로메타민, 비니거, 아데노신, 효모폴리펩타이드, 낫토검, 토코페롤, 에틸헥실글리세린, 베르가모트오일, 해바라기씨오일, 일랑일랑꽃오일, 다마스크장미꽃오일, 트라이소듐이디티에이, 리모넨, 리날룰, 벤질벤조에이트, 시트로넬올, 벤질살리실레이트, 제라니올, 파네솔",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000188337&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=172,피부타입,피부고민,자극도,46%,48%,6%,62%,19%,20%,77%,21%,2%
A000000187652,헤라 옴므 에센스인스킨 125ML,스킨케어,스킨/토너,스킨/토너,헤라,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0018/A00000018765204ko.jpg?l=ko,"39,100",41,5.0,125ml,모든 피부타입,"제조일로부터 36개월, 개봉 후 12개월","1.세안 또는 면도 후 적당량을 손바닥에 덜어줍니다.
2.얼굴 안쪽에서 바깥쪽으로 피부결에 따라 골고루 펴 바릅니다.
3.손바닥으로 얼굴을 가볍게 두드리듯 흡수시킵니다","정제수, 변성알코올, 프로판다이올, 글리세레스-26, 글리세린, 나이아신아마이드, 1,2-헥산다이올, 베타인, 카페인, 피피지-13-데실테트라데세스-24, 부틸렌글라이콜, 옥틸도데세스-16, 비스-피이지-18메틸에터다이메틸실레인, 카보머, 잔탄검, 판테놀, 향료, 트로메타민, 펜틸렌글라이콜, 에틸헥실글리세린, 다이소듐이디티에이, 아데노신, 라이신, 알지닌, 히스티딘, 글루코오스, 자일로오스, 리날룰, 헥실신남알, 복사나무잎추출물, 알파-아이소메틸아이오논, 서양톱풀추출물, 리모넨, 벤질살리실레이트, 만노오스, 소듐클로라이드, 레시틴, 토코페롤, 소듐포스페이트, 카퍼트라이펩타이드-1, 푸코오스, 포타슘클로라이드, 포타슘포스페이트, 마그네슘클로라이드, 칼슘클로라이드, 하이드롤라이즈드기장",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000187652&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=173,피부타입,피부고민,자극도,33%,33%,34%,100%,0%,0%,83%,17%,0%
A000000187585,아떼 바이탈 씨 좀 토닝 캡슐 토너_130ml 1+1,스킨케어,스킨/토너,스킨/토너,아떼,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0018/A00000018758504ko.jpg?l=ko,"32,400",159,4.9,130ml+130ml,모든 피부용,개봉 후 1년,세안 후 스킨케어 첫 단계에 손에 적당량 덜어 얼굴전체에 부드럽게 펴 발라 줍니다.,"정제수,글리세린,부틸렌글라이콜,나이아신아마이드,펜틸렌글라이콜,메틸프로판다이올,아이리쉬모스추출물,사탕수수추출물,비타민나무오일,한련초추출물,오렌지껍질오일,필리핀오렌지껍질오일,인도멀구슬나무잎추출물,인도멀구슬나무꽃추출물,라임전초오일,오렌지꽃오일,라벤더오일,로즈마리잎오일,클레리오일,홀리바질잎추출물,백미꽃추출물,울금뿌리추출물,참산호말추출물,드럼스틱씨오일,베르가모트오일,접시꽃추출물,소듐하이알루로네이트,아르니카 몬타나꽃추출물,하이드롤라이즈드하이알루로닉애씨드,하이알루로닉애씨드,레몬껍질오일,다이메티콘,1,2-헥산다이올,다이페닐실록시페닐트라이메티콘,다이메티콘/비닐다이메티콘크로스폴리머,판테놀,트로메타민,에틸헥실글리세린,아데노신,소듐파이테이트,사이아노코발아민,아스코빅애씨드,토코페롤,카프릴릭/카프릭트라이글리세라이드,프로판다이올,하이드로제네이티드레시틴,세라마이드엔피,벤질글라이콜,하이드롤라이즈드글라이코사미노글리칸,시트릭애씨드,하이드록시프로필트라이모늄하이알루로네이트,소듐하이알루로네이트크로스폴리머,소듐아세틸레이티드하이알루로네이트,하이드롤라이즈드소듐하이알루로네이트,포타슘하이알루로네이트,카보머,잔탄검,소듐벤조에이트,리모넨,리날룰",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000187585&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=174,피부타입,피부고민,자극도,33%,67%,0%,33%,17%,50%,61%,39%,0%
A000000186732,[모공피지] 이니스프리 화산송이 파하 모공 매끈결 토너 170mL,스킨케어,스킨/토너,스킨/토너,이니스프리,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0018/A00000018673204ko.jpg?l=ko,"15,000",40,4.9,170mL,"모든 피부, 수분부족형 지성, 지성",제조일로부터 36개월 / 개봉후 12개월 (상품 발송일 기준으로 사용기한이 1년 이상 남은 상품만을 판매합니다),"세안 후, 화장솜에 내용물을 충분히 덜어 피부결을 따라 닦아주거나, 적당량을 덜어 얼구과 목에 부드럽게 펴 발라 흡수시켜 줍니다.","정제수, 프로판다이올, 1,2-헥산다이올, 알지닌, 글루코노락톤(10,
000ppm), 실리카, 리튬마그네슘소듐실리케이트, 카프릴릴글라이콜, 에틸
헥실글리세린, 칼슘클로라이드, 소듐메타포스페이트, 화산재(57.7ppm),
락틱애씨드/글라이콜릭애씨드코폴리머, 폴리쿼터늄-10, 토코페롤",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000186732&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=175,피부타입,피부고민,자극도,18%,40%,43%,30%,63%,8%,65%,33%,3%
A000000186846,톤28 플러스마이너스 pH 균형제 (토너)250ml,스킨케어,스킨/토너,스킨/토너,톤28,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0018/A00000018684602ko.jpg?l=ko,"25,800",8,5.0,250m,모든피부용,생산일로부터 30개월,"세안 후 물기를 가볍게 제거 후 마르기 전에 제품 적당량을 덜어 부드럽게 펴 발라 흡수시켜 줍니다.
화장솜에 적셔 닦아내는 토너로도 사용 가능합니다.","히비스커스꽃수, 정제수, 프로판다이올, 펜틸렌글라이콜, 글리세린, 베타인, 소듐피씨에이, 소듐하이알루로네이트, 소듐클로라이드, 판테놀, 알지닌, 잔탄검, 시트릭애씨드. *EWG : 모든 전성분 그린등급",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000186846&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=176,피부타입,피부고민,자극도,50%,38%,13%,88%,13%,0%,88%,13%,0%
A000000187241,빌리프 슈퍼 드랍스 비타민C 워터트리트먼트 150ML ,스킨케어,스킨/토너,스킨/토너,빌리프,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0018/A00000018724101ko.jpg?l=ko,"37,800",79,4.8,150ml,모든피부용,"개봉전 제조일로부터 36개월, 유통기한 개봉후 12개월","세안 후 화장솜에 적셔 얼굴 전체를 부드럽게 닦아주거나 손바닥에 동전 하나 크니만큼 덜어낸 뒤, 얼굴 피부에 톡톡 두드려 발라주세요.

*사용 전 용기를 흔들지 마세요.
*닦토보다는 흡토로 사용을 권장합니다.","정제수, 프로판다이올, 글리세린* (4%), 변성알코올, 1,2-헥산다이올, 다이페닐다이메티콘, 카프릴릭/카프릭/석시닉트라이글리세라이드, 알로에베라잎즙* (0.09199%), 하이드롤라이즈드하이알루로닉애씨드* (0.001%), 소듐하이알루로네이트* (0.0010025%), 하이드롤라이즈드소듐하이알루로네이트* (0.0010475%), 소듐하이알루로네이트크로스폴리머* (0.000001%), 하이드록시프로필트라이모늄하이알루로네이트* (0.001%), 페룰릭애씨드* (0.00099%), 알로에베라잎폴리사카라이드* (0.00001%), 개박하추출물**, 귀리커넬추출물**, 라즈베리잎추출물**, 포트마리골드꽃추출물**, 와일드인디고뿌리추출물**, 별꽃추출물**+, 레이디스맨틀잎추출물+, 쇠뜨기잎추출물+, 쐐기풀잎추출물+, 다이카프릴릴에터, 마그네슘설페이트, 젤란검, 부틸렌글라이콜, 소듐시트레이트, 토코페롤, 펜틸렌글라이콜, 에틸헥실글리세린, 수용성프로테오글리칸 , 라임전초오일++, 오렌지껍질오일++, 센티드제라늄꽃오일++, 로즈마리잎오일++, 리모넨, 시트로넬올, 시트랄, 제라니올, 리날룰
*표시: Hyalucid™ water formula
**표시: Napiers original formula
+표시: Napiers Aqua formula
++표시: 식물 유래 향",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000187241&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=177,피부타입,피부고민,자극도,22%,62%,16%,20%,6%,74%,68%,32%,0%
A000000187420,[1+1][구름토너] 마몽드 블루 아줄렌 클라우드 토너 150ml 기획 (+150ml 리필 추가 증정),스킨케어,스킨/토너,스킨/토너,마몽드,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0018/A00000018742003ko.jpg?l=ko,"36,000",342,4.8,150ml (+150ml 증정),모든피부,"제조일로부터 36개월, 개봉 후 12개월 이내 사용",내용물을 적당량 펌핑하여 얼굴 전체에 부드럽게 롤링하여 흡수시켜 줍니다.,"마트리카리아꽃추출물(90.6%), 부틸렌글라이콜, 1,2-헥산다이올, 폴리글리세릴-10라우레이트, 소듐하이알루로네이트, 에틸헥실글리세린, 마데카소사이드, 구아이아줄렌(100ppm), 정제수",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000187420&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=178,피부타입,피부고민,자극도,34%,48%,18%,45%,55%,1%,78%,20%,2%
A000000187584,아떼 바이탈 씨 좀 토닝 캡슐 토너_130ml,스킨케어,스킨/토너,스킨/토너,아떼,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0018/A00000018758401ko.jpg?l=ko,"25,200",159,4.9,130ml,모든 피부용,개봉 후 1년,세안 후 스킨케어 첫 단계에 손에 적당량 덜어 얼굴전체에 부드럽게 펴 발라 줍니다.,"정제수,글리세린,부틸렌글라이콜,나이아신아마이드,펜틸렌글라이콜,메틸프로판다이올,아이리쉬모스추출물,사탕수수추출물,비타민나무오일,한련초추출물,오렌지껍질오일,필리핀오렌지껍질오일,인도멀구슬나무잎추출물,인도멀구슬나무꽃추출물,라임전초오일,오렌지꽃오일,라벤더오일,로즈마리잎오일,클레리오일,홀리바질잎추출물,백미꽃추출물,울금뿌리추출물,참산호말추출물,드럼스틱씨오일,베르가모트오일,접시꽃추출물,소듐하이알루로네이트,아르니카 몬타나꽃추출물,하이드롤라이즈드하이알루로닉애씨드,하이알루로닉애씨드,레몬껍질오일,다이메티콘,1,2-헥산다이올,다이페닐실록시페닐트라이메티콘,다이메티콘/비닐다이메티콘크로스폴리머,판테놀,트로메타민,에틸헥실글리세린,아데노신,소듐파이테이트,사이아노코발아민,아스코빅애씨드,토코페롤,카프릴릭/카프릭트라이글리세라이드,프로판다이올,하이드로제네이티드레시틴,세라마이드엔피,벤질글라이콜,하이드롤라이즈드글라이코사미노글리칸,시트릭애씨드,하이드록시프로필트라이모늄하이알루로네이트,소듐하이알루로네이트크로스폴리머,소듐아세틸레이티드하이알루로네이트,하이드롤라이즈드소듐하이알루로네이트,포타슘하이알루로네이트,카보머,잔탄검,소듐벤조에이트,리모넨,리날룰",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000187584&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=179,피부타입,피부고민,자극도,31%,60%,9%,49%,25%,26%,91%,9%,0%
A000000185156,라끄베르 옴므 리차지 시카 애프터쉐이브 185ml,스킨케어,스킨/토너,스킨/토너,라끄베르,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0018/A00000018515601ko.jpg?l=ko,"12,000",62,4.7,[본품] 애프터쉐이브185ml,모든피부용,"개봉전 제조일로부터 36개월, 유통기한 개봉후 12개월","세안이나 면도 후, 적당량을 취해 얼굴과 목 등에 가볍게 두드리듯 발라줍니다.","정제수 ,변성알코올 ,다이프로필렌글라이콜 ,글리세린 ,나이아신아마이드 ,1,2-헥산다이올 ,피이지-40하이드로제네이티드캐스터오일 ,메틸글루세스-20 ,판테놀(5000ppm) ,부틸렌글라이콜 ,마카뿌리추출물 ,아데노신 ,트로메타민 ,트라이소듐이디티에이 ,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머 ,병풀잎추출물(100 ppm) ,소듐하이알루로네이트 ,잔탄검 ,솔비톨 ,다이포타슘글리시리제이트(10 ppm) ,귤껍질추출물 ,조류추출물 ,페녹시에탄올 ,포타슘솔베이트 ,향료 ,리날룰 ,리모넨 ,벤질벤조에이트 ,알파-아이소메틸아이오논",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000185156&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=180,피부타입,피부고민,자극도,27%,65%,8%,39%,58%,3%,55%,45%,0%
A000000169911,더바디샵 티트리 오일 20ml,스킨케어,스킨/토너,스킨/토너,더바디샵,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016991106ko.jpg?l=ko,"20,900",294,4.8,20ML,모든 피부 타입,발송일기준 최대 28개월 이내 제조된 제품으로 발송; 제조일로부터 36개월 이내 사용,"아침, 저녁으로 여드름 혹은 면포와 같은 트러블 부위에 면봉 또는 손가락을 사용하여 조금씩 발라주세요. (화장솜이 아닌 면봉을 사용해주세요.)","정제수,변성알코올,티트리잎오일,폴리소르베이트60,호동씨오일,리모넨,t-부틸알코올,리날룰,레몬향티트리오일,시트랄,시트로넬올,디나토늄벤조에이트,토코페롤",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000169911&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=181,피부타입,피부고민,자극도,10%,61%,29%,5%,95%,0%,22%,50%,28%
